composition,Eg (eV),Classified,Compound,Number of Elements,Elements+Coeff,At no_sum,At no_wt_avg,At no_maximum,At no_minimum,At wt_sum,At wt_wt_avg,At wt_maximum,At wt_minimum,At Rad_sum,At Rad_wt_avg,At Rad_maximum,At Rad_minimum,Cov Rad_sum,Cov Rad_wt_avg,Cov Rad_maximum,Cov Rad_minimum,Ion Rad_sum,Ion Rad_wt_avg,Ion Rad_maximum,Ion Rad_minimum,No of val e-_sum,No of val e-_wt_avg,No of val e-_maximum,No of val e-_minimum,s e-_sum,s e-_wt_avg,s e-_maximum,s e-_minimum,p e-_sum,p e-_wt_avg,p e-_maximum,p e-_minimum,d e-_sum,d e-_wt_avg,d e-_maximum,d e-_minimum,outer shell e-_sum,outer shell e-_wt_avg,outer shell e-_maximum,outer shell e-_minimum,first IE_sum,first IE_wt_avg,first IE_maximum,first IE_minimum,polarizability_sum,polarizability_wt_avg,polarizability_maximum,polarizability_minimum,MP_sum,MP_wt_avg,MP_maximum,MP_minimum,BP_sum,BP_wt_avg,BP_maximum,BP_minimum,density_sum,density_wt_avg,density_maximum,density_minimum,specific heat_sum,specific heat_wt_avg,specific heat_maximum,specific heat_minimum,heat fusion_sum,heat fusion_wt_avg,heat fusion_maximum,heat fusion_minimum,heat vap_sum,heat vap_wt_avg,heat vap_maximum,heat vap_minimum,ther cond_sum,ther cond_wt_avg,ther cond_maximum,ther cond_minimum
EuO,1.12,1,EuO,2,"[['Eu', 1], ['O', 1]]",0.204545455,0.417081018,0.666666667,0.12962963,0.274142423,0.468717191,0.621227465,0.493502457,0.15876516,0.412750306,0.682464455,0.042253521,0.153324288,0.475149105,0.710691824,0.251798561,0.327202473,0.559175395,0.593908629,0.567065868,0.15,0.25862069,0.333333333,0.2,0.2,0.587859425,0.8,0.3,0.264705882,0.520273154,0.793103448,0.166666667,0.19047619,0.348484848,0.625,0,0.181818182,0.272727273,0.294117647,0.2,0.19740463,0.487807394,0.650380952,0.24102997,0.171469741,0.293876435,0.440042261,0.019270475,0.129627183,0.181968264,0.27023727,0.022187755,0.079445807,0.166907163,0.228184443,0.014673896,0.089542002,0.195360315,0.213646229,0.000145299,0.041411614,0.035990076,0.050925598,0.121801433,0.047736494,0.069118188,0.082981985,0,0.0814828,0.134937526,0.207567293,0.005107411,0.014386233,0.02436046,0.032447659,0.000117874
Ag2V2I4O16,2.24,1,Ag2V2I4O16,4,"[['Ag', '2'], ['V', '2'], ['I', '4'], ['O', '16']]",0.399350649,0.208540509,0.551724138,0.12962963,0.430966389,0.286679031,0.510934526,0.493502457,0.401323043,0.11687781,0.398104265,0.042253521,0.47761194,0.236580517,0.427672956,0.251798561,0.806800618,0.717695283,1,0.353293413,0.65,0.344827586,1,0,0.533333333,0.33985623,0.6,0.3,0.549019608,0.323943662,0.75862069,0.166666667,0.40952381,0.182954545,0.625,0,0.424242424,0.401515152,0.352941176,0,0.627407912,0.699739083,0.650380952,0.385957507,0.155002058,0.046746856,0.167987322,0.019270475,0.489242949,0.136966518,0.552467379,0.022187755,0.4393408,0.142579719,0.586014637,0.014673896,0.422731612,0.179119145,0.450623983,0.000145299,0.09309629,0.052717092,0.050925598,0.17604913,0.248991873,0.061672518,0.212341893,0,0.362284203,0.096238662,0.559421026,0.005107411,0.475213709,0.13421491,1,0.000117874
HgO,2.48,1,HgO,2,"[['Hg', 1], ['O', 1]]",0.25974026,0.531441942,0.862068966,0.12962963,0.331156349,0.582400309,0.835229091,0.493502457,0.09261301,0.265631385,0.398104265,0.042253521,0.063772049,0.27833002,0.295597484,0.251798561,0.338485317,0.579790511,0.593908629,0.610778443,0.1,0.172413793,0.166666667,0.2,0.2,0.587859425,0.8,0.3,0.264705882,0.520273154,0.793103448,0.166666667,0.285714286,0.522727273,0.9375,0,0.181818182,0.272727273,0.294117647,0.2,0.313539852,0.725082853,0.650380952,0.888279161,0.01399753,0.042919628,0.035921817,0.019270475,0.027634534,0.037362319,0.046545979,0.022187755,0.010909475,0.055140742,0.031334221,0.014673896,0.246575681,0.522084551,0.588307108,0.000145299,0.039122798,0.034136309,0.050925598,0.07778915,0.004883403,0.01357536,0.016385588,0,0.022150467,0.044470031,0.059421026,0.005107411,0.008515806,0.014419963,0.019190331,0.000117874
NaNb2PS10,1.72,1,NaNb2PS10,4,"[['Na', 1], ['Nb', '2'], ['P', 1], ['S', '10']]",0.243506494,0.197008315,0.413793103,0.185185185,0.287006769,0.263205999,0.361306834,0.523788356,0.482910695,0.272987331,0.526066351,0.316901408,0.530529172,0.391224084,0.509433962,0.532374101,0.344667697,0.157805944,0.401015228,0.221556886,0.75,0.763546798,0.833333333,0,0.422222222,0.406777727,0.5,0.4,0.411764706,0.394061338,0.586206897,0.25,0.133333333,0.06969697,0.4375,0,0.333333333,0.350649351,0.294117647,0,0.528182989,0.473438228,0.362571429,0.168988321,0.294153973,0.116636726,0.374009509,0.136269787,0.444931447,0.229707335,0.69733343,0.129489796,0.443791147,0.263244739,0.85025288,0.112004137,0.242400037,0.210494353,0.363356846,0.113664288,0.140842072,0.047519153,0.0729839,0.206755374,0.184928044,0.077680802,0.250670755,0.008437123,0.402150975,0.171829647,0.860335196,0.016133207,0.056059589,0.027387214,0.125481538,0.000268016
CuGa3Se5,1.75,1,CuGa3Se5,3,"[['Cu', 1], ['Ga', '3'], ['Se', '5']]",0.279220779,0.375970882,0.333333333,0.518518519,0.32604368,0.422828411,0.299927955,0.699498983,0.274531422,0.310584389,0.274881517,0.429577465,0.302578019,0.415506958,0.295597484,0.64028777,0.250386399,0.215809772,0.253807107,0.299401198,0.45,0.61302682,0.833333333,0.2,0.355555556,0.575612354,0.4,0.6,0.392156863,0.542087542,0.517241379,0.5,0.285714286,0.348484848,0.3125,0.5,0.242424242,0.313131313,0.294117647,0,0.299452145,0.35166057,0.295142857,0.285774588,0.109715932,0.103061782,0.088748019,0.191328286,0.247255301,0.164367061,0.337160212,0.123644898,0.349165338,0.311125651,0.435722321,0.197117275,0.355674271,0.417553391,0.379182492,0.524462335,0.040080907,0.018242769,0.012979644,0.264073695,0.137203882,0.093999243,0.118627827,0.104057855,0.286262744,0.20234017,0.36515998,0.044085929,0.442302675,0.189640259,0.930224591,0.003407536
Zn2MoTeO7,4.1,1,Zn2MoTeO7,4,"[['Zn', '2'], ['Mo', 1], ['Te', 1], ['O', '7']]",0.402597403,0.196309394,0.540229885,0.12962963,0.434737023,0.274246678,0.513995596,0.493502457,0.405733186,0.144592637,0.488151659,0.042253521,0.446404342,0.228989698,0.433962264,0.251798561,0.545595054,0.558738961,0.593908629,0.389221557,0.7,0.297805643,0.833333333,0.2,0.533333333,0.337351147,0.6,0.3,0.539215686,0.298956272,0.724137931,0.166666667,0.428571429,0.174242424,0.625,0,0.393939394,0.347107438,0.294117647,0,0.715645434,0.719310401,0.650380952,0.435064021,0.145738987,0.049778816,0.173269942,0.019270475,0.46738915,0.142211172,0.731739117,0.022187755,0.386153154,0.137981725,0.810817049,0.014673896,0.406054128,0.196346062,0.437059143,0.000145299,0.076435833,0.04857453,0.050925598,0.141248721,0.365712594,0.094430315,0.338827137,0,0.382070123,0.124191921,0.746063992,0.005107411,0.269801295,0.121082877,0.32317853,0.000117874
TlInS2,2.25,1,TlInS2,3,"[['Tl', 1], ['In', 1], ['S', '2']]",0.448051948,0.48435215,0.873563218,0.277777778,0.489069272,0.524132012,0.851923638,0.563111299,0.29106946,0.324478954,0.327014218,0.316901408,0.327001357,0.428926441,0.377358491,0.532374101,0.377125193,0.325631547,0.644670051,0.221556886,0.5,0.603448276,0.833333333,0.4,0.466666667,0.642971246,0.8,0.5,0.519607843,0.598804951,0.827586207,0.416666667,0.476190476,0.435606061,0.9375,0,0.303030303,0.318181818,0.294117647,0.4,0.269681133,0.339499916,0.351028571,0.256929788,0.10724578,0.100492072,0.11780243,0.136269787,0.158062598,0.138160544,0.135020333,0.158514286,0.270379718,0.26659564,0.342675567,0.146624171,0.388536496,0.441277635,0.509404956,0.229095144,0.039601852,0.02672124,0.035747216,0.067553736,0.046195015,0.036991257,0.034783442,0.030333467,0.192265643,0.153689295,0.269768918,0.016133207,0.131978524,0.111868953,0.190605253,0.001307411
ScTa2O5N,2.67,1,ScTa2O5N,4,"[['Sc', 1], ['Ta', '2'], ['O', '5'], ['N', 1]]",0.327922078,0.259367586,0.781609195,0.111111111,0.377260595,0.33624114,0.748782996,0.484869221,0.389195149,0.208146029,0.535545024,0.042253521,0.442333786,0.29158383,0.534591195,0.251798561,0.414992272,0.470910066,0.593908629,0.077844311,0.55,0.325670498,0.666666667,0.2,0.466666667,0.391906283,0.8,0.3,0.411764706,0.332669417,0.793103448,0.125,0.228571429,0.181986532,0.71875,0,0.393939394,0.323232323,0.294117647,0.2,0.764775682,0.688488558,0.734571429,0.359223301,0.200699876,0.098833607,0.263074485,0.019270475,0.605459203,0.311027897,0.828747633,0.022187755,0.532057419,0.327160007,0.968378642,0.011974915,0.340350837,0.285861027,0.676704648,0.000120187,0.124713898,0.05062382,0.059507767,0.078812692,0.312685748,0.151753129,0.338827137,0,0.529429712,0.307759803,0.918740477,0.004037615,0.075176902,0.05034105,0.132459078,0.000112873
AgInS2,1.88,1,AgInS2,3,"[['Ag', 1], ['In', 1], ['S', '2']]",0.337662338,0.369991226,0.505747126,0.277777778,0.375903106,0.411307976,0.457741225,0.563111299,0.300992282,0.335512873,0.369668246,0.316901408,0.327001357,0.428926441,0.377358491,0.532374101,0.340030912,0.291743685,0.52284264,0.221556886,0.4,0.517241379,0.833333333,0,0.4,0.560303514,0.6,0.5,0.450980392,0.530089629,0.620689655,0.416666667,0.380952381,0.348484848,0.625,0,0.242424242,0.272727273,0.294117647,0,0.305455831,0.376045495,0.351028571,0.256929788,0.113421161,0.105412794,0.11780243,0.136269787,0.235765779,0.193244621,0.30543972,0.158514286,0.313215321,0.301522969,0.359758369,0.146624171,0.363899303,0.415647566,0.450623983,0.229095144,0.045244052,0.029006116,0.035747216,0.174002047,0.089603039,0.065122301,0.102242238,0.030333467,0.238900613,0.189242835,0.306995937,0.016133207,0.52745991,0.446706731,1,0.001307411
CdAs2,1.13,1,CdAs2,2,"[['Cd', 1], ['As', '2']]",0.237012987,0.450716584,0.494252874,0.592592593,0.296852069,0.484782971,0.44714787,0.748783938,0.154355017,0.364527993,0.3507109,0.507042254,0.151967436,0.447316103,0.371069182,0.633093525,0.204018547,0.297391662,0.375634518,0.347305389,0.25,0.517241379,0.666666667,0.2,0.244444444,0.661341853,0.6,0.7,0.31372549,0.598804951,0.586206897,0.625,0.285714286,0.464646465,0.625,0.5,0.151515152,0.272727273,0.235294118,0.2,0.185740615,0.477611427,0.300952381,0.692275222,0.050020585,0.091033352,0.067617538,0.217136958,0.06368127,0.055343507,0.139666394,0,0.087153179,0.174144944,0.105878847,0.18177021,0.260138816,0.513212696,0.362090794,0.669628929,0.01250865,0.013989164,0.009007731,0.170931423,0.197629823,0.320965619,0.259486393,0.118320611,0.057705118,0.08120339,0.111325546,0.055215253,0.150305585,0.227774561,0.22316711,0.333293775
Ag0.25Cd0.5In2.25Te4,0.39,1,Ag0.25Cd0.5In2.25Te4,4,"[['Ag', '0.25'], ['Cd', '0.5'], ['In', '2.25'], ['Te', '4']]",0.61038961,0.61985543,0.540229885,0.851851852,0.619723383,0.645091034,0.513995596,0.891525737,0.518191841,0.404518653,0.369668246,0.570422535,0.567164179,0.522649815,0.377358491,0.769784173,0.582689335,0.419226594,0.52284264,0.479041916,0.5,0.615763547,0.833333333,0,0.711111111,0.804370151,0.6,0.8,0.745098039,0.779708554,0.724137931,0.75,0.761904762,0.696969697,0.625,1,0.303030303,0.324675325,0.294117647,0,0.526748971,0.398383285,0.359428571,0.256929788,0.178674352,0.132078419,0.11780243,0.285960083,0.305674816,0.138170339,0.30543972,0.157877551,0.36254055,0.22349259,0.359758369,0.091872153,0.577011024,0.460165024,0.450623983,0.545534905,0.030659499,0.007025732,0.002411519,0.141248721,0.224513201,0.183103716,0.161556152,0.061269586,0.309216648,0.175705275,0.306995937,0.082046415,0.629208826,0.175290068,1,0.01994185
In6S7,0.95,1,In6S7,2,"[['In', '6'], ['S', '7']]",0.185064935,0.359641821,0.505747126,0.277777778,0.249425171,0.40454979,0.457741225,0.563111299,0.11907387,0.311464588,0.327014218,0.316901408,0.130257802,0.415965744,0.358490566,0.532374101,0.145285935,0.217451064,0.289340102,0.221556886,0.35,0.623342175,0.833333333,0.4,0.2,0.570901942,0.6,0.5,0.274509804,0.526314062,0.620689655,0.416666667,0.19047619,0.321678322,0.625,0,0.212121212,0.328671329,0.294117647,0.4,0.120901815,0.349013948,0.351028571,0.256929788,0.059901194,0.110346133,0.11780243,0.136269787,0.090087944,0.12537641,0.097117166,0.158514286,0.159019805,0.283774155,0.342675567,0.146624171,0.164906589,0.336018429,0.305028034,0.229095144,0.032735402,0.030528261,0.035747216,0.174002047,0.01986657,0.032048652,0.025201227,0.030333467,0.109643792,0.165049024,0.269768918,0.016133207,0.08460315,0.132287216,0.190605253,0.001307411
TbSb2BO8,3.53,1,TbSb2BO8,4,"[['Tb', 1], ['Sb', '2'], ['B', 1], ['O', '8']]",0.392857143,0.204055767,0.689655172,0.074074074,0.437742598,0.286925178,0.651860351,0.471023618,0.394707828,0.121781774,0.654028436,0.042253521,0.45183175,0.227137177,0.685534591,0.251798561,0.476506955,0.549338502,0.593908629,0.137724551,0.55,0.287356322,0.666666667,0.2,0.511111111,0.330670927,0.8,0.3,0.480392157,0.294494238,0.793103448,0.041666667,0.380952381,0.174242424,0.625,0,0.424242424,0.386363636,0.294117647,0.2,0.61430483,0.69222536,0.650380952,0.264950049,0.223342939,0.067632586,0.40042261,0.019270475,0.58773248,0.165287014,0.619726617,0.022187755,0.535271671,0.179504492,0.63129315,0.014673896,0.319937662,0.146391518,0.349882438,0.000145299,0.107255017,0.053033239,0.058798496,0.121801433,0.487674341,0.129242966,0.472978153,0,0.432986703,0.120163288,0.627983748,0.005107411,0.063821406,0.024957227,0.062683669,0.000117874
TlPrSe2,1.18,1,TlPrSe2,3,"[['Tl', 1], ['Pr', 1], ['Se', '2']]",0.538961039,0.639075753,0.873563218,0.611111111,0.574644274,0.664266357,0.851923638,0.766280424,0.409040794,0.475275848,0.758293839,0.429577465,0.430122117,0.564612326,0.742138365,0.64028777,0.430139104,0.392418875,0.644670051,0.299401198,0.55,0.646551724,0.833333333,0.4,0.555555556,0.808306709,0.8,0.7,0.62745098,0.765685019,0.827586207,0.666666667,0.571428571,0.609848485,0.9375,0.5,0.272727273,0.295454545,0.294117647,0.2,0.245954202,0.300127665,0.295142857,0.207260447,0.24248662,0.213504647,0.447966191,0.191328286,0.25995499,0.218891101,0.294295382,0.2,0.352645336,0.346064445,0.535311425,0.197117275,0.426913662,0.530943446,0.509404956,0.524462335,0.017033055,0.00930445,0.008511242,0.067553736,0.091206176,0.080826136,0.059984668,0.081357975,0.254379497,0.207323928,0.404291519,0.044085929,0.061239881,0.052252133,0.106874762,0.003407536
BaGa2SnSe6,1.6,1,BaGa2SnSe6,4,"[['Ba', 1], ['Ga', '2'], ['Sn', 1], ['Se', '6']]",0.529220779,0.439953203,0.586206897,0.555555556,0.551743788,0.482474193,0.556804724,0.72626095,0.553472988,0.360277891,0.786729858,0.429577465,0.603799186,0.473956262,0.817610063,0.64028777,0.452859351,0.25107825,0.568527919,0.299401198,0.65,0.655172414,0.833333333,0.2,0.688888889,0.65399361,0.8,0.7,0.705882353,0.62236449,0.793103448,0.541666667,0.571428571,0.418181818,0.625,0.5,0.393939394,0.345454545,0.294117647,0.2,0.417127421,0.354726811,0.295142857,0.178978472,0.378344998,0.166921815,0.638140518,0.191328286,0.264442992,0.157970008,0.24418725,0.123644898,0.486036796,0.296014666,0.44317333,0.197117275,0.39263006,0.378748152,0.305028034,0.420270183,0.042103582,0.015167527,0.012057593,0.145342886,0.150645571,0.087051728,0.070525105,0.104057855,0.353959981,0.166677134,0.356437278,0.044085929,0.11788435,0.050863951,0.155717548,0.003407536
GeSe2,2.3,1,GeSe2,2,"[['Ge', 1], ['Se', '2']]",0.188311688,0.387930194,0.333333333,0.574074074,0.254919613,0.435336477,0.299927955,0.738768931,0.102535832,0.269718022,0.180094787,0.429577465,0.120759837,0.403578529,0.220125786,0.64028777,0.123647604,0.184432122,0.152284264,0.299401198,0.4,0.747126437,0.833333333,0.6,0.2,0.587859425,0.4,0.7,0.284313725,0.572627685,0.517241379,0.583333333,0.19047619,0.348484848,0.3125,0.5,0.242424242,0.393939394,0.294117647,0.6,0.157539953,0.43710266,0.295142857,0.54368932,0.041786744,0.079004921,0.054410988,0.191328286,0.194457288,0.233582306,0.299727859,0.2,0.223695618,0.327611947,0.484789945,0.197117275,0.175633244,0.363401656,0.216540061,0.524462335,0.016979826,0.016202188,0.008511242,0.264073695,0.218593925,0.220162713,0.298869299,0.104057855,0.173374692,0.195448196,0.408329101,0.044085929,0.06226978,0.070865858,0.139436619,0.003407536
ZnO,3.44,1,ZnO,2,"[['Zn', 1], ['O', 1]]",0.097402597,0.195086283,0.287356322,0.12962963,0.172631252,0.266308637,0.240205547,0.493502457,0.060639471,0.194523907,0.260663507,0.042253521,0.050203528,0.248508946,0.232704403,0.251798561,0.295208655,0.500718833,0.593908629,0.443113772,0.1,0.172413793,0.166666667,0.2,0.111111111,0.367412141,0.4,0.3,0.147058824,0.284677764,0.379310345,0.166666667,0.095238095,0.174242424,0.3125,0,0.181818182,0.272727273,0.294117647,0.2,0.288141584,0.673191742,0.650380952,0.746728577,0.019143681,0.051120831,0.049128368,0.019270475,0.081715844,0.114039207,0.165157645,0.022187755,0.045974561,0.112323538,0.132048246,0.014673896,0.124432058,0.267952557,0.29688913,0.000145299,0.052376643,0.044870914,0.050925598,0.332650972,0.035836283,0.053694064,0.06448831,0,0.05255905,0.090835785,0.135347892,0.005107411,0.123555574,0.209218816,0.278987438,0.000117874
ZnTe,2.1,1,ZnTe,2,"[['Zn', 1], ['Te', 1]]",0.24025974,0.491079263,0.540229885,0.537037037,0.303485512,0.527225947,0.513995596,0.707488147,0.143329658,0.378422558,0.260663507,0.570422535,0.147896879,0.463220676,0.333333333,0.654676259,0.228748068,0.379287328,0.375634518,0.443113772,0.3,0.517241379,0.833333333,0.2,0.244444444,0.698083067,0.6,0.7,0.323529412,0.638070849,0.724137931,0.5,0.285714286,0.522727273,0.625,0.5,0.181818182,0.272727273,0.294117647,0.2,0.211012649,0.515609888,0.359428571,0.746728577,0.051049815,0.101968289,0.049128368,0.285960083,0.120927182,0.169633337,0.165157645,0.157877551,0.069208415,0.150212415,0.132048246,0.091872153,0.212721695,0.451647955,0.29688913,0.545534905,0.014158727,0.013917312,0.013263352,0.141248721,0.142383248,0.191791916,0.161556152,0.143631981,0.075233277,0.125408511,0.135347892,0.082046415,0.126617897,0.214404303,0.278987438,0.01994185
In2Se3,1.38,1,In2Se3,2,"[['In', '2'], ['Se', '3']]",0.243506494,0.477625037,0.505747126,0.611111111,0.30440946,0.51230137,0.457741225,0.766280424,0.136714443,0.337719657,0.327014218,0.429577465,0.150610583,0.456063618,0.358490566,0.64028777,0.165378671,0.246559869,0.289340102,0.299401198,0.35,0.655172414,0.833333333,0.4,0.244444444,0.676038339,0.6,0.7,0.333333333,0.645924029,0.620689655,0.666666667,0.285714286,0.487878788,0.625,0.5,0.212121212,0.345454545,0.294117647,0.4,0.106087,0.340706926,0.295142857,0.256929788,0.066488267,0.113778021,0.11780243,0.191328286,0.102076394,0.144920673,0.11269544,0.175420408,0.174216384,0.292873786,0.342675567,0.197117275,0.212721695,0.429566665,0.305028034,0.524462335,0.012295736,0.013167183,0.008511242,0.174002047,0.042495468,0.065729676,0.045611345,0.061269586,0.117881569,0.159598215,0.269768918,0.044085929,0.084927568,0.115389981,0.190605253,0.003407536
Ag2SnSe3,0.84,1,Ag2SnSe3,3,"[['Ag', '2'], ['Sn', 1], ['Se', '3']]",0.399350649,0.491079263,0.517241379,0.611111111,0.435450855,0.521269146,0.474870158,0.766280424,0.306504961,0.369431957,0.369668246,0.429577465,0.343283582,0.472166998,0.377358491,0.64028777,0.343122102,0.339751489,0.52284264,0.299401198,0.45,0.517241379,0.833333333,0,0.444444444,0.661341853,0.6,0.7,0.519607843,0.651159482,0.655172414,0.666666667,0.476190476,0.522727273,0.625,0.5,0.272727273,0.272727273,0.294117647,0,0.328586937,0.386466702,0.295142857,0.468411425,0.106628242,0.10524877,0.083465399,0.191328286,0.256640592,0.236886782,0.30543972,0.2,0.363401691,0.346941498,0.44317333,0.197117275,0.411714409,0.536292902,0.450623983,0.524462335,0.023952733,0.012235989,0.008511242,0.157625384,0.136463973,0.115630311,0.102242238,0.104057855,0.281848923,0.22323405,0.356437278,0.044085929,0.512335837,0.539685252,1,0.003407536
AgGaSe2,1.3,1,AgGaSe2,3,"[['Ag', 1], ['Ga', 1], ['Se', '2']]",0.337662338,0.430535244,0.482758621,0.555555556,0.378012475,0.468229026,0.427154727,0.72626095,0.296582139,0.350224765,0.369668246,0.429577465,0.320217096,0.443836978,0.377358491,0.64028777,0.332302937,0.303039639,0.52284264,0.299401198,0.4,0.517241379,0.833333333,0,0.4,0.615415335,0.5,0.7,0.450980392,0.588988476,0.586206897,0.541666667,0.380952381,0.435606061,0.625,0.5,0.242424242,0.272727273,0.294117647,0,0.295816607,0.351064516,0.295142857,0.285774588,0.108686702,0.10688901,0.088748019,0.191328286,0.232792257,0.199635337,0.30543972,0.123644898,0.322717359,0.321661747,0.359758369,0.197117275,0.385617936,0.487983507,0.450623983,0.524462335,0.032149891,0.015426193,0.012057593,0.17604913,0.126660172,0.103802486,0.102242238,0.104057855,0.262968142,0.213871734,0.309294058,0.044085929,0.473199658,0.401041485,1,0.003407536
CdSnAs2,0.31,1,CdSnAs2,3,"[['Cd', 1], ['Sn', 1], ['As', '2']]",0.399350649,0.491079263,0.517241379,0.592592593,0.436042264,0.521362563,0.474870158,0.748783938,0.314222712,0.383326522,0.3507109,0.507042254,0.340569878,0.46471173,0.371069182,0.633093525,0.310664606,0.294567673,0.375634518,0.347305389,0.45,0.517241379,0.666666667,0.2,0.466666667,0.698083067,0.6,0.7,0.509803922,0.638070849,0.655172414,0.625,0.476190476,0.522727273,0.625,0.5,0.272727273,0.272727273,0.235294118,0.2,0.36463935,0.422943505,0.300952381,0.468411425,0.103540552,0.10524877,0.083465399,0.217136958,0.123260236,0.081016187,0.139666394,0,0.270390854,0.275229552,0.44317333,0.18177021,0.398107098,0.525423124,0.362090794,0.669628929,0.02405919,0.012300655,0.009007731,0.157625384,0.242024392,0.267753725,0.259486393,0.118320611,0.206763113,0.173522673,0.356437278,0.055215253,0.219308847,0.22922785,0.22316711,0.333293775
InSb0.5As0.5,0.1,1,InSb0.5As0.5,3,"[['In', 1], ['Sb', '0.5'], ['As', '0.5']]",0.405844156,0.551623282,0.528735632,0.592592593,0.442437204,0.574376198,0.488280193,0.748783938,0.295479603,0.413976298,0.327014218,0.507042254,0.337856174,0.496023857,0.358490566,0.633093525,0.295208655,0.311511604,0.289340102,0.347305389,0.55,0.517241379,0.666666667,0.4,0.466666667,0.753194888,0.6,0.7,0.529411765,0.696969697,0.689655172,0.625,0.476190476,0.609848485,0.625,0.5,0.333333333,0.272727273,0.235294118,0.4,0.318109521,0.27516216,0.300952381,0.256929788,0.115891313,0.144614543,0.11780243,0.217136958,0.15089477,0.136542588,0.219764386,0,0.290638111,0.366958933,0.342675567,0.18177021,0.362894863,0.519547923,0.305028034,0.669628929,0.023686592,0.010102001,0.009007731,0.147389969,0.302511993,0.209253941,0.259486393,0.061269586,0.155231243,0.208831978,0.269768918,0.055215253,0.160604579,0.207428516,0.190605253,0.159950157
