Compound,Number of Elements,Elements+Coeff,At no._sum,At no._wt_avg,At no._maximum,At no._minimum,At wt._sum,At wt._wt_avg,At wt._maximum,At wt._minimum,At Rad_sum,At Rad_wt_avg,At Rad_maximum,At Rad_minimum,Cov Rad_sum,Cov Rad_wt_avg,Cov Rad_maximum,Cov Rad_minimum,Ion Rad_sum,Ion Rad_wt_avg,Ion Rad_maximum,Ion Rad_minimum,No of val e-_sum,No of val e-_wt_avg,No of val e-_maximum,No of val e-_minimum,s e-_sum,s e-_wt_avg,s e-_maximum,s e-_minimum,p e-_sum,p e-_wt_avg,p e-_maximum,p e-_minimum,d e-_sum,d e-_wt_avg,d e-_maximum,d e-_minimum,outer shell e-_sum,outer shell e-_wt_avg,outer shell e-_maximum,outer shell e-_minimum,first IE_sum,first IE_wt_avg,first IE_maximum,first IE_minimum,polarizability_sum,polarizability_wt_avg,polarizability_maximum,polarizability_minimum,MP_sum,MP_wt_avg,MP_maximum,MP_minimum,BP_sum,BP_wt_avg,BP_maximum,BP_minimum,density_sum,density_wt_avg,density_maximum,density_minimum,specific heat_sum,specific heat_wt_avg,specific heat_maximum,specific heat_minimum,heat fusion_sum,heat fusion_wt_avg,heat fusion_maximum,heat fusion_minimum,heat vap_sum,heat vap_wt_avg,heat vap_maximum,heat vap_minimum,ther cond_sum,ther cond_wt_avg,ther cond_maximum,ther cond_minimum,Eg (eV)
K8Ce2I18O53,4,"[['K', '8'], ['Ce', '2'], ['I', '18'], ['O', '53']]",138,20.32098765,58,8,322.11717,45.99092667,140.115,15.9994,564,84.86419753,243,48,612,99.16049383,204,66,6.014,1.566765432,2.2,1.034,14,3.061728395,7,1,33,5.827160494,12,4,63,9.50617284,24,4,41,4.962962963,21,0,16,5.62962963,7,1,3129.7,1107.262963,1313.9,418.8,530,45.18518519,289,6,2182.06,255.8355556,1068,54.36,6153.888,538.9081975,3743,90.188,13.881331,1.640623988,6.77,0.001331,2297,776.1604938,919,192,15.85,2.24691358,7.83,0.22,451.21,23.11271605,350,3.41,111.47558,10.26531778,100,0.02658,2.34
Rb3Al3Ge7S20,4,"[['Rb', '3'], ['Al', '3'], ['Ge', '7'], ['S', '20']]",98,21.03030303,37,13,217.125339,45.05872779,85.4678,26.981539,595,114.0606061,265,87,566,120.0909091,220,105,2.955,0.523484848,1.52,0.37,14,4.848484848,6,1,29,6.696969697,9,6,49,11.3030303,18,7,20,3.03030303,10,0,14,4.848484848,6,1,2742.28,856.6090909,999.58,403,434.6,54.57575758,318,19.6,2846.88,605.9018182,1213,312,7529.824,1433.105455,3125,717.824,11.5084,2.699581818,5.323,1.53,2294,610.6363636,904,321,46.43,8.97030303,31.83,1.73,707.8,109.8787879,334,9.8,353.205,39.48787879,235,0.205,3.1
Ba3Er2P4S16,4,"[['Ba', '3'], ['Er', '2'], ['P', '4'], ['S', '16']]",155,24.8,68,15,367.626762,55.33808192,167.26,30.973762,664,119.8,253,87,616,125.24,215,105,2.981,0.53008,1.35,0.37,16,5.12,6,2,36,7.2,12,6,67,12.64,24,9,40,4,20,0,15,5.04,6,2,3103.18,909.0712,1011.7,502.9,459.2,60.16,262,19.6,3473.91,560.7064,1770,317.25,6566.174,1056.41536,3173,553.15,16.426,2.69984,9.051,1.828,1847,612.28,769,168,30.27,3.7616,19.9,0.64,447.2,47.856,285,9.8,33.441,3.52896,18,0.205,3.3
Li2ZnGeSe4,4,"[['Li', '2'], ['Zn', 1], ['Ge', 1], ['Se', '4']]",99,25.5,34,3,223.901,58.46525,78.96,6.941,537,126.625,167,103,490,122.25,128,120,2.53,0.59875,0.76,0.5,13,4,6,1,27,6.75,8,3,42,11.25,16,0,30,7.5,10,0,13,4,6,1,3129.6,809.0625,940.9,520.2,270,64,164,26,2849.49,596.6475,1213,453.69,6886.16,1422.415,3125,958,17.437,3.926375,7.1,0.534,4600,1141.625,3570,321,47.6,8.35,31.83,3,626,106.375,334,26,265.52,44.01,120,0.52,1.86
K2Te,2,"[['K', '2'], ['Te', 1]]",71,30,52,19,166.6983,68.59886667,127.6,39.0983,366,203,243,123,341,181.3333333,203,138,2.35,1.243333333,1.38,0.97,7,2.666666667,6,1,17,8,10,7,34,15.33333333,22,12,20,6.666666667,20,0,7,2.666666667,6,1,1427.2,615.3333333,1008.4,418.8,326,205,289,37,723.7,353.5333333,386.8,336.9,1496.09,844.93,1038.7,457.39,5.53,2.133333333,4.66,0.87,958,571.6666667,757,201,19.8,7.366666667,17.5,2.3,124.9,67.26666667,76.9,48,103,67.66666667,100,3,1.9
CaO,2,"[['Ca', 1], ['O', 1]]",28,14,20,8,56.0774,28.0387,40.078,15.9994,242,121,194,48,242,121,176,66,2.39,1.195,1.4,0.99,4,2,2,2,12,6,8,4,16,8,12,4,0,0,0,0,8,4,6,2,1903.7,951.85,1313.9,589.8,166,83,160,6,1177.36,588.68,1123,54.36,1847.338,923.669,1757.15,90.188,1.551331,0.7756655,1.55,0.001331,1550,775,919,631,8.76,4.38,8.54,0.22,157.26,78.63,153.85,3.41,200.02658,100.01329,200,0.02658,6.93
PbBiO2Br,4,"[['Pb', 1], ['Bi', 1], ['O', '2'], ['Br', 1]]",208,43.2,83,8,512.08377,105.616634,208.98037,15.9994,439,97.4,154,48,480,109.2,148,66,5.58,1.396,1.96,1.03,16,3.6,5,2,36,8,12,4,74,15.6,27,4,70,14,30,0,22,5.6,7,4,3872.6,1037.3,1313.9,703.3,127.9,26.78,50,6,1465.5,303.972,600.65,54.36,4298.098,877.6572,2024,90.188,24.244131,4.8490924,11.34,0.001331,2115,606.8,947,122,21.68,4.38,10.89,0.22,355.12,71.706,176.72,3.41,43.14658,8.634632,35,0.02658,2.3
Tl2GeTe3,3,"[['Tl', '2'], ['Ge', 1], ['Te', '3']]",165,58.33333333,81,32,404.5933,144.0294333,204.3833,72.61,404,134.3333333,156,123,403,137.3333333,145,120,3,1.073333333,1.5,0.53,13,4.666666667,6,3,30,10.33333333,12,8,61,21.66666667,25,14,60,21.66666667,30,10,13,4.666666667,6,3,2359.8,827.65,1008.4,589.3,124,40.66666667,46,37,2176.1,587.6666667,1213,386.8,5342.39,1336.195,3125,457.39,21.783,7.1505,11.8,4.66,651,197,321,129,53.6,15.47833333,31.83,4.27,544.48,133.8266667,334,48,109,26.83333333,60,3,0.36
Bi12TiO20,3,"[['Bi', '12'], ['Ti', 1], ['O', '20']]",113,35.6969697,83,8,272.85977,87.14037697,208.98037,15.9994,367,86.42424242,176,48,374,98.66666667,160,66,3.035,1.241363636,1.4,0.605,11,3.151515152,5,2,24,7.03030303,12,4,43,12.60606061,27,4,32,10.96969697,30,0,13,5.515151515,6,2,2675.2,1071.987879,1313.9,658,155,24.81818182,99,6,2541.95,289.8569697,1943,54.36,5504.188,836.0533333,3562,90.188,14.308331,3.701018788,9.8,0.001331,1561,617.0909091,919,122,29.81,4.66,18.7,0.22,588.41,73.12727273,425,3.41,30.02658,3.591866667,22,0.02658,3.09
WSe2,2,"[['W', 1], ['Se', '2']]",108,47.33333333,74,34,262.8,113.92,183.84,78.96,296,133,193,103,282,134,162,120,1.12,0.54,0.62,0.5,12,6,6,6,20,9.333333333,12,8,40,18.66666667,24,16,34,14.66666667,24,10,8,4.666666667,6,2,1710.9,883.9333333,940.9,770,101,42.33333333,75,26,4170,1553.333333,3680,490,6894,2617.333333,5936,958,23.83,9.436666667,19.35,4.48,453,258,321,132,40.4,15.26666667,35,5.4,826,284,800,26,170.52,57.01333333,170,0.52,1.57
PrLuSe3,3,"[['Pr', 1], ['Lu', 1], ['Se', '3']]",164,46.4,71,34,394.83465,110.55093,174.967,78.96,567,154.6,247,103,510,150,203,120,2.361,0.6722,1.013,0.5,13,5,6,3,32,9.6,12,8,64,19.2,24,16,51,14.2,21,10,10,4.4,6,2,1987.9,773.94,940.9,523,364,83.2,190,26,3607,917.4,1925,490,7964,1976,3603,958,21.104,6.0128,9.842,4.48,668,262,321,154,34.3,9.02,22,5.4,771.82,164.764,415,26,29.52,6.112,16,0.52,1.56
BP,2,"[['B', 1], ['P', 1]]",20,10,15,5,41.784762,20.892381,30.973762,10.811,185,92.5,98,87,192,96,107,85,0.61,0.305,0.38,0.23,8,4,5,3,10,5,6,4,10,5,9,1,0,0,0,0,8,4,5,3,1812.3,906.15,1011.7,800.6,45,22.5,24.6,20.4,2767.25,1383.625,2450,317.25,4484.3,2242.15,3931.15,553.15,4.288,2.144,2.46,1.828,1799,899.5,1030,769,50.64,25.32,50,0.64,519.4,259.7,507,12.4,27.236,13.618,27,0.236,4.2
KSb5S8,3,"[['K', 1], ['Sb', '5'], ['S', '8']]",86,28.71428571,51,16,192.9213,64.60080714,121.757,32.066,463,114.5714286,243,87,447,124.1428571,203,105,2.51,0.581428571,1.38,0.37,12,5.285714286,6,1,23,7.5,10,6,43,14.07142857,21,10,20,7.142857143,20,0,12,5.285714286,6,1,2252.08,898.8528571,999.58,418.8,353.6,47.91428571,289,19.6,1629.15,568.8021429,903.89,336.9,3669.524,1167.592286,1913,717.824,9.511,3.567571429,6.684,0.87,1669,530.8571429,757,207,23.88,8.242142857,19.85,1.73,153.7,35.02142857,76.9,9.8,124.205,15.83142857,100,0.205,1.82
Ga1.02Sb0.98Te0.06,3,"[['Ga', '1.02'], ['Sb', '0.98'], ['Te', '0.06']]",134,41.12621359,52,31,319.08,96.1627767,127.6,69.723,392,134.1941748,136,123,399,130.5533981,139,122,2.35,0.696796117,0.97,0.62,14,4.038834951,6,3,28,9.009708738,10,8,56,17.06796117,22,13,50,15.04854369,20,10,14,4.038834951,6,3,2420.9,712.5757282,1008.4,578.8,136,49.22330097,54,37,1593.62,591.2664078,903.89,302.93,4623.39,2038.953107,2253,457.39,17.247,6.238339806,6.684,4.66,779,288.0291262,371,201,42.96,12.73067961,19.85,5.61,371,160.0291262,256,48,56,25.86407767,29,3,0.68
VO2,2,"[['V', 1], ['O', '2']]",31,13,23,8,66.9409,27.64676667,50.9415,15.9994,219,89,171,48,219,95,153,66,1.99,1.13,1.4,0.59,7,3,5,2,12,5.333333333,8,4,16,6.666666667,12,4,3,1,3,0,8,4.666666667,6,2,1963.9,1092.6,1313.9,650,90,32,84,6,2244.36,766.24,2190,54.36,3772.188,1287.458667,3682,90.188,6.101331,2.034220667,6.1,0.001331,1408,775.6666667,919,489,23.02,7.746666667,22.8,0.22,456.41,153.2733333,453,3.41,31.02658,10.35105333,31,0.02658,0.66
GdTe,2,"[['Gd', 1], ['Te', 1]]",116,58,64,52,284.85,142.425,157.25,127.6,356,178,233,123,334,167,196,138,1.908,0.954,0.97,0.938,9,4.5,6,3,22,11,12,10,46,23,24,22,41,20.5,21,20,8,4,6,2,1600.4,800.2,1008.4,592,196,98,159,37,1965.8,982.9,1579,386.8,3730.39,1865.195,3273,457.39,12.555,6.2775,7.895,4.66,441,220.5,240,201,27.5,13.75,17.5,10,349.51,174.755,301.51,48,14,7,11,3,1.3
Pb0.59Ge0.41Te,3,"[['Pb', '0.59'], ['Ge', '0.41'], ['Te', 1]]",166,56.75,82,32,407.41,139.80905,207.2,72.61,402,132.555,154,123,404,136.67,146,120,2.69,0.9447,1.19,0.53,14,5,6,4,30,10.18,12,8,62,21.54,26,14,60,20.9,30,10,14,5,6,4,2486,871.503,1008.4,715.5,128,41.655,50,37,2200.45,619.25675,1213,386.8,5606.39,1466.4,3125,457.39,21.323,6.766515,11.34,4.66,649,203.77,321,127,54.1,16.6823,31.83,4.77,558.72,144.6024,334,48,98,24.125,60,3,0.49
ZnSe,2,"[['Zn', 1], ['Se', 1]]",64,32,34,30,144.35,72.175,78.96,65.39,245,122.5,142,103,242,121,122,120,1.24,0.62,0.74,0.5,8,4,6,2,16,8,8,8,28,14,16,12,20,10,10,10,8,4,6,2,1847.3,923.65,940.9,906.4,65,32.5,39,26,1182.8,591.4,692.8,490,2142,1071,1184,958,11.58,5.79,7.1,4.48,709,354.5,388,321,12.77,6.385,7.37,5.4,145,72.5,119,26,120.52,60.26,120,0.52,2.83
CuZn2InTe4,4,"[['Cu', 1], ['Zn', '2'], ['In', 1], ['Te', '4']]",160,43.25,52,29,371.354,102.443,127.6,63.546,566,134.625,156,123,534,133.75,142,122,3.24,0.86125,0.97,0.73,13,4.125,6,2,35,9.125,10,7,65,17.875,22,12,60,16.25,20,10,12,4,6,1,3218.5,893.7625,1008.4,558.3,194,43,65,37,2867.08,590.035,1357.7,386.8,6839.39,1174.445,2855,457.39,27.96,6.13,8.92,4.66,1206,274.625,388,201,41.16,12.62875,17.5,3.27,691.87,119.35875,300,48,605,91.75,400,3,1.05
Cs2Al2B2O7,4,"[['Cs', '2'], ['Al', '2'], ['B', '2'], ['O', '7']]",81,15.53846154,55,5,186.697369,34.87628754,132.90543,10.811,551,103.2307692,298,48,516,104.7692308,244,66,3.835,1.128461538,1.67,0.23,9,2.153846154,3,1,25,5.384615385,11,4,36,7.076923077,24,1,20,3.076923077,20,0,13,4.307692308,6,1,3067.8,977.3153846,1313.9,375.7,481.4,76.36923077,399,6,3739.88,596.2738462,2450,54.36,7693.038,1218.232,3931.15,90.188,7.038231,1.083316692,2.6984,0.001331,3095,829.6153846,1030,242,62.99,9.775384615,50,0.22,867.41,134.7592308,507,3.41,298.02658,45.86046615,235,0.02658,4.13
Ba8Hg4S5Se7,4,"[['Ba', '8'], ['Hg', '4'], ['S', '5'], ['Se', '7']]",186,45.25,80,16,448.943,108.91775,200.59,32.066,614,161,253,87,572,150.5416667,215,105,3.24,0.842916667,1.35,0.37,16,4,6,2,38,9.583333333,12,6,74,18.75,24,10,60,14.58333333,30,0,16,4,6,2,3450.38,818.1416667,1007,502.9,341.6,104.6666667,262,19.6,2110.95,595.64,998.3,234.29,4427.834,1241.331667,2122.2,629.81,23.572,5.168541667,13.545,1.957,1370,332,705,139,17.48,4.99375,8,1.73,235,66.15833333,140,9.8,27.025,7.577708333,18,0.205,1.98
GaAs,2,"[['Ga', 1], ['As', 1]]",64,32,33,31,144.64459,72.322295,74.92159,69.723,250,125,136,114,241,120.5,122,119,1.2,0.6,0.62,0.58,8,4,5,3,16,8,8,8,28,14,15,13,20,10,10,10,8,4,5,3,1525.8,762.9,947,578.8,83,41.5,54,29,302.93,151.465,302.93,0,3138,1569,2253,885,11.623,5.8115,5.903,5.72,699,349.5,371,328,33.33,16.665,27.72,5.61,288.45,144.225,256,32.45,79,39.5,50,29,1.44
Pb0.9Se0.9Sn0.1Se0.1,4,"[['Pb', '0.9'], ['Se', '0.9'], ['Sn', '0.1'], ['Se', '0.1']]",200,56.4,82,34,483.83,138.6555,207.2,78.96,505,128.05,154,103,525,132.65,146,120,2.88,0.82,1.19,0.5,20,5,6,4,38,9.9,12,8,78,20.7,26,16,70,19.5,30,10,20,5,6,4,3305.9,827.855,940.9,708.6,154,38.1,52,26,2085.77,540.5485,600.65,490,6836,1534.6,2896,958,27.58,7.707,11.34,4.48,986,228.5,321,127,22.77,5.2065,7.2,4.77,521.85,107.1805,293.13,26,103.04,19.36,67,0.52,0.24
CdSb,2,"[['Cd', 1], ['Sb', 1]]",99,49.5,51,48,234.168,117.084,121.757,112.411,294,147,161,133,283,141.5,144,139,1.73,0.865,0.97,0.76,7,3.5,5,2,20,10,10,10,39,19.5,21,18,40,20,20,20,7,3.5,5,2,1701.4,850.7,867.7,833.7,91,45.5,46,45,1498.15,749.075,903.89,594.26,2953,1476.5,1913,1040,15.226,7.613,8.542,6.684,437,218.5,230,207,25.96,12.98,19.85,6.11,167.08,83.54,100.08,67,120,60,96,24,0.47
La2O2ZnSe2,4,"[['La', '2'], ['O', '2'], ['Zn', 1], ['Se', '2']]",129,32.57142857,57,8,299.2549,76.15997143,138.9055,15.9994,488,119.1428571,195,48,515,129.7142857,207,66,3.701,0.951714286,1.4,0.5,13,3.428571429,6,2,32,8,12,4,56,14.28571429,24,4,41,10.28571429,21,0,16,4.285714286,6,2,3699.3,927.4571429,1313.9,538.1,281,74.71428571,210,6,2430.16,595.36,1193,54.36,5975.188,1538.053714,3743,90.188,17.755331,4.058666,7.1,0.001331,1823,465.4285714,919,195,19.27,4.452857143,7.37,0.22,548.41,139.6885714,400,3.41,133.54658,21.01330857,120,0.02658,3.4
AgFeSe2,3,"[['Ag', 1], ['Fe', 1], ['Se', '2']]",107,35.25,47,26,242.6752,80.4088,107.8682,55.847,424,131.75,165,103,397,129.25,145,120,2.405,0.72625,1.26,0.5,10,4,6,1,25,8.25,9,8,46,15.5,18,12,36,11.5,20,6,9,3.75,6,1,2431.2,843.025,940.9,731,135,40.25,57,26,3535.08,1006.27,1810,490,6540.5,1874.625,3145.5,958,22.84,6.83,10.5,4.48,1005,331.5,449,235,30.51,8.9775,13.8,5.4,627.19,163.2975,347,26,509.52,127.51,430,0.52,0.23
CuBr,2,"[['Cu', 1], ['Br', 1]]",64,32,35,29,143.45,71.725,79.904,63.546,239,119.5,145,94,252,126,132,120,2.69,1.345,1.96,0.73,7,3.5,5,2,15,7.5,8,7,29,14.5,17,12,20,10,10,10,8,4,7,1,1885.3,942.65,1139.9,745.4,74.9,37.45,53,21.9,1623.6,811.8,1357.7,265.9,3186.91,1593.455,2855,331.91,12.0228,6.0114,8.92,3.1028,1331,665.5,947,384,18.82,9.41,13.02,5.8,314.99,157.495,300,14.99,400.12,200.06,400,0.12,3.07
GaSe,2,"[['Ga', 1], ['Se', 1]]",65,32.5,34,31,148.683,74.3415,78.96,69.723,239,119.5,136,103,242,121,122,120,1.12,0.56,0.62,0.5,9,4.5,6,3,16,8,8,8,29,14.5,16,13,20,10,10,10,9,4.5,6,3,1519.7,759.85,940.9,578.8,80,40,54,26,792.93,396.465,490,302.93,3211,1605.5,2253,958,10.383,5.1915,5.903,4.48,692,346,371,321,11.01,5.505,5.61,5.4,282,141,256,26,29.52,14.76,29,0.52,2.12
TlPSe2,3,"[['Tl', 1], ['P', 1], ['Se', '2']]",130,41,81,15,314.317062,98.3192655,204.3833,30.973762,357,115,156,98,372,123,145,107,2.38,0.72,1.5,0.38,14,5,6,3,26,8.5,12,6,50,16.5,25,9,40,12.5,30,0,14,5,6,3,2541.9,870.7,1011.7,589.3,96.6,30.65,46,24.6,1383.55,468.3875,576.3,317.25,3271.15,1057.2875,1760,553.15,18.108,5.647,11.8,1.828,1219,385,769,129,10.31,3.9275,5.4,0.64,200.88,56.72,162.48,12.4,46.756,11.819,46,0.236,0.5
In0.97As0.97Cd0.03Te0.03,4,"[['In', '0.97'], ['As', '0.97'], ['Cd', '0.03'], ['Te', '0.03']]",182,41.27,52,33,429.75059,95.62386615,127.6,74.92159,554,135.21,161,114,543,130.815,144,119,3.32,0.6984,0.97,0.58,16,4,6,2,38,9.03,10,8,74,17.09,22,15,70,15.15,20,10,16,4,6,2,3381.4,758.212,1008.4,558.3,177,46.835,65,29,1410.84,223.1592,594.26,0,4725.39,1588.04085,2343,457.39,26.202,6.50303,8.542,4.66,992,278.55,328,201,54.6,15.3843,27.72,3.27,405.4,127.0214,224.87,32.45,231,65.505,96,3,0.71
WO3,2,"[['W', 1], ['O', '3']]",82,24.5,74,8,199.8394,57.95955,183.84,15.9994,241,84.25,193,48,228,90,162,66,2.02,1.205,1.4,0.62,8,3,6,2,16,6,12,4,28,9,24,4,24,6,24,0,8,5,6,2,2083.9,1177.925,1313.9,770,81,23.25,75,6,3734.36,960.77,3680,54.36,6026.188,1551.641,5936,90.188,19.351331,4.83849825,19.35,0.001331,1051,722.25,919,132,35.22,8.915,35,0.22,803.41,202.5575,800,3.41,170.02658,42.519935,170,0.02658,2.7
Hg2Cl2,2,"[['Hg', '2'], ['Cl', '2']]",97,48.5,80,17,236.0427,118.02135,200.59,35.4527,250,125,171,79,234,117,132,102,2.83,1.415,1.81,1.02,7,3.5,5,2,18,9,12,6,35,17.5,24,11,30,15,30,0,9,4.5,7,2,2258.1,1129.05,1251.1,1007,48.6,24.3,34,14.6,406.46,203.23,234.29,172.17,868.91,434.455,629.81,239.1,13.54789,6.773945,13.545,0.00289,617,308.5,478,139,5.57,2.785,3.22,2.35,69.42,34.71,59.2,10.22,8.3089,4.15445,8.3,0.0089,3.5
GaAs,2,"[['Ga', 1], ['As', 1]]",64,32,33,31,144.64459,72.322295,74.92159,69.723,250,125,136,114,241,120.5,122,119,1.2,0.6,0.62,0.58,8,4,5,3,16,8,8,8,28,14,15,13,20,10,10,10,8,4,5,3,1525.8,762.9,947,578.8,83,41.5,54,29,302.93,151.465,302.93,0,3138,1569,2253,885,11.623,5.8115,5.903,5.72,699,349.5,371,328,33.33,16.665,27.72,5.61,288.45,144.225,256,32.45,79,39.5,50,29,1.51
Sb2S3,2,"[['Sb', '2'], ['S', '3']]",67,30,51,16,153.823,67.9424,121.757,32.066,220,105.4,133,87,244,118.6,139,105,1.13,0.526,0.76,0.37,11,5.6,6,5,16,7.6,10,6,31,14.4,21,10,20,8,20,0,11,5.6,6,5,1833.28,933.228,999.58,833.7,64.6,29.76,45,19.6,1292.25,594.572,903.89,388.36,2630.824,1195.8944,1913,717.824,8.641,3.8478,6.684,1.957,912,505.8,705,207,21.58,8.978,19.85,1.73,76.8,32.68,67,9.8,24.205,9.723,24,0.205,1.69
K2Ag3Sb3S7,4,"[['K', '2'], ['Ag', '3'], ['Sb', '3'], ['S', '7']]",133,29.6,51,16,300.7895,66.10228,121.757,32.066,628,132.6,243,87,592,132.8666667,203,105,3.77,0.760666667,1.38,0.37,13,4.133333333,6,1,32,7.533333333,10,6,61,14.06666667,21,10,40,8,20,0,13,4.133333333,6,1,2983.08,835.2506667,999.58,418.8,405.6,67.08,289,19.6,2864.23,653.9486667,1235.08,336.9,6106.524,1343.477867,2437,717.824,20.011,4.466066667,10.5,0.87,1904,518.3333333,757,207,35.19,7.346,19.85,1.73,407.89,79.06466667,254.19,9.8,554.205,104.229,430,0.205,2.2
AgGaS2,3,"[['Ag', 1], ['Ga', 1], ['S', '2']]",94,27.5,47,16,209.6572,60.4308,107.8682,32.066,388,118.75,165,87,372,119.25,145,105,2.25,0.655,1.26,0.37,10,4,6,1,23,7.25,9,6,41,12.75,18,10,30,7.5,20,0,10,4,6,1,2309.38,827.24,999.58,578.8,125.6,36.3,54,19.6,1926.37,578.6825,1235.08,302.93,5407.824,1531.412,2437,717.824,18.36,5.07925,10.5,1.957,1311,504,705,235,18.65,5.095,11.31,1.73,519.99,132.4475,256,9.8,459.205,114.8525,430,0.205,2.73
InS,2,"[['In', 1], ['S', 1]]",65,32.5,49,16,146.884,73.442,114.818,32.066,243,121.5,156,87,247,123.5,142,105,1.17,0.585,0.8,0.37,9,4.5,6,3,16,8,10,6,29,14.5,19,10,20,10,20,0,9,4.5,6,3,1557.88,778.94,999.58,558.3,84.6,42.3,65,19.6,818.14,409.07,429.78,388.36,3060.824,1530.412,2343,717.824,9.237,4.6185,7.28,1.957,938,469,705,233,5,2.5,3.27,1.73,234.67,117.335,224.87,9.8,82.205,41.1025,82,0.205,2.45
Bi1.98Te3Sb0.02,3,"[['Bi', '1.98'], ['Te', '3'], ['Sb', '0.02']]",186,64.272,83,51,458.33737,159.8032545,208.98037,121.757,399,130.96,143,123,425,141.964,148,138,2.76,0.99292,1.03,0.76,16,5.6,6,5,32,10.792,12,10,70,23.976,27,21,70,23.96,30,20,16,5.6,6,5,2545.4,886.8816,1008.4,703.3,132,42.18,50,37,1835.28,451.3532,903.89,386.8,4222.39,1015.478,1913,457.39,21.144,6.703536,9.8,4.66,530,169.74,207,122,48.24,14.89184,19.85,10.89,275,92.428,160,48,35,5.064,24,3,0.14
K2ReH9,3,"[['K', '2'], ['Re', 1], ['H', '9']]",95,10.16666667,75,1,226.31324,22.78958833,186.207,1.00794,484,95.91666667,243,53,385,69.66666667,203,31,1.952,0.285666667,1.38,0.012,9,1.5,7,1,20,2.916666667,12,1,36,4,24,0,25,2.083333333,25,0,4,1.083333333,2,1,2490.8,1117.133333,1312,418.8,358.5,56.95833333,289,4.5,3803.86,354.37,3453,13.96,7019.09,685.0758333,5960,20.39,21.91008987,1.898400736,21.04,8.99E-05,15194,10862.58333,14300,137,35.938,3.5585,33.08,0.558,782.35,71.90416667,705,0.45,148.1805,20.80204167,100,0.1805,5.71
TlPSe2,3,"[['Tl', 1], ['P', 1], ['Se', '2']]",130,41,81,15,314.317062,98.3192655,204.3833,30.973762,357,115,156,98,372,123,145,107,2.38,0.72,1.5,0.38,14,5,6,3,26,8.5,12,6,50,16.5,25,9,40,12.5,30,0,14,5,6,3,2541.9,870.7,1011.7,589.3,96.6,30.65,46,24.6,1383.55,468.3875,576.3,317.25,3271.15,1057.2875,1760,553.15,18.108,5.647,11.8,1.828,1219,385,769,129,10.31,3.9275,5.4,0.64,200.88,56.72,162.48,12.4,46.756,11.819,46,0.236,0.6
AgGaSe2,3,"[['Ag', 1], ['Ga', 1], ['Se', '2']]",112,36.5,47,31,256.5512,83.8778,107.8682,69.723,404,126.75,165,103,387,126.75,145,120,2.38,0.72,1.26,0.5,10,4,6,1,25,8.25,9,8,47,15.75,18,13,40,12.5,20,10,10,4,6,1,2250.7,797.9,940.9,578.8,132,39.5,54,26,2028.01,629.5025,1235.08,302.93,5648,1651.5,2437,958,20.883,6.34075,10.5,4.48,927,312,371,235,22.32,6.93,11.31,5.4,536.19,140.5475,256,26,459.52,115.01,430,0.52,1.66
Eu3Se4,2,"[['Eu', '3'], ['Se', '4']]",97,46.42857143,63,34,230.925,110.2478571,151.965,78.96,334,157.8571429,231,103,318,153.4285714,198,120,1.447,0.691571429,0.947,0.5,9,4.714285714,6,3,20,9.714285714,12,8,40,19.42857143,24,16,30,14.28571429,20,10,8,4.285714286,6,2,1487.9,772.0857143,940.9,547,213,95,187,26,1589,751,1099,490,2671,1281.571429,1713,958,9.739,4.813857143,5.259,4.48,503,261.4285714,321,182,14.7,7.071428571,9.3,5.4,201.88,90.23428571,175.88,26,14.52,6.297142857,14,0.52,0.58
Ge0.999Si0.001,2,"[['Ge', '0.999'], ['Si', '0.001']]",46,31.982,32,14,100.6955,72.5654755,72.61,28.0855,236,124.986,125,111,231,119.991,120,111,0.93,0.52987,0.53,0.4,8,4,4,4,14,7.998,8,6,22,13.994,14,8,10,9.99,10,0,8,4,4,4,1548.5,762.1243,786.4,762.1,78,40.996,41,37,2898,1213.472,1685,1213,6078,3124.828,3125,2953,7.653,5.320007,5.323,2.33,1031,321.389,710,321,82.03,31.84837,50.2,31.83,693,334.025,359,334,210,60.09,150,60,0.65
Hg2Cu3Te6O16,4,"[['Hg', '2'], ['Cu', '3'], ['Te', '6'], ['O', '16']]",169,25.44444444,80,8,407.7354,59.75586667,200.59,15.9994,487,84.55555556,171,48,468,94.22222222,138,66,4.12,1.201851852,1.4,0.73,12,2.888888889,6,2,33,6.259259259,12,4,62,10.37037037,24,4,60,7.777777778,30,0,15,5.148148148,6,1,4074.7,1160.111111,1313.9,745.4,130,20.18518519,53,6,2033.15,286.3792593,1357.7,54.36,4032.388,518.9617778,2855,90.188,27.126331,3.030788741,13.545,0.001331,1643,642.2222222,919,139,33.09,5.64,17.5,0.22,410.61,50.40592593,300,3.41,411.32658,45.74167704,400,0.02658,2.56
Ag8SnSe6,3,"[['Ag', '8'], ['Sn', 1], ['Se', '6']]",131,42,50,34,305.5382,97.02770667,118.71,78.96,413,138.8666667,165,103,404,134.6,145,120,2.45,0.918,1.26,0.5,11,3.2,6,1,27,8.666666667,10,8,54,17.33333333,20,16,50,16,20,10,11,3.2,6,1,2380.5,813.4666667,940.9,708.6,130,41.6,52,26,2230.2,888.384,1235.08,490,6291,1876,2896,958,22.26,7.877333333,10.5,4.48,773,268.2,321,217,23.91,8.672,11.31,5.4,573.32,165.51,293.13,26,497.52,234.008,430,0.52,0.71
